,movie,year,imdb_ratings,metascore,votes,category,mv_page,genres1,genres2,genres3,stars1,stars2,stars3,rank,nb_oscar,win,nom,runtime,budget,gross
0,Mad Max: Fury Road,2015,8.1,90        ,845766,R,https://imdb.com/title/tt1392190/,Action,Adventure,Sci-Fi,Tom Hardy,Charlize Theron,Nicholas Hoult,203,6,236,236228,120,150000000,375209362
1,Star Wars: Episode VII - The Force Awakens,2015,7.9,80        ,840040,PG-13,https://imdb.com/title/tt2488496/,Action,Adventure,Sci-Fi,Daisy Ridley,John Boyega,Oscar Isaac,0,5,62,62126,138,245000000,2068223624
2,The Martian,2015,8.0,80        ,733165,PG-13,https://imdb.com/title/tt3659388/,Adventure,Drama,Sci-Fi,Matt Damon,Jessica Chastain,Kristen Wiig,0,7,40,40188,144,108000000,630161890
3,Avengers: Age of Ultron,2015,7.3,66        ,716000,PG-13,https://imdb.com/title/tt2395427/,Action,Adventure,Sci-Fi,Robert Downey Jr.,Chris Evans,Mark Ruffalo,0,0,8,47,141,250000000,1402805868
4,The Revenant,2015,8.0,76        ,677192,R,https://imdb.com/title/tt1663202/,Action,Adventure,Biography,Leonardo DiCaprio,Tom Hardy,Will Poulter,0,3,87,87186,156,135000000,532950503
5,Inside Out,2015,8.1,94        ,585263,PG,https://imdb.com/title/tt2096673/,Animation,Adventure,Comedy,Amy Poehler,Bill Hader,Lewis Black,159,1,97,97114,95,175000000,857611174
6,Jurassic World,2015,7.0,59        ,565339,PG-13,https://imdb.com/title/tt0369610/,Action,Adventure,Sci-Fi,Chris Pratt,Bryce Dallas Howard,Ty Simpkins,0,0,15,57,124,150000000,1670400637
7,Ant-Man,2015,7.3,64        ,547698,PG-13,https://imdb.com/title/tt0478970/,Action,Adventure,Comedy,Paul Rudd,Michael Douglas,Corey Stoll,0,1,4,433,117,130000000,519311965
8,The Hateful Eight,2015,7.8,68        ,492098,R,https://imdb.com/title/tt3460252/,Crime,Drama,Mystery,Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,0,1,40,40115,168,44000000,155760117
9,Spotlight,2015,8.1,93        ,400622,R,https://imdb.com/title/tt1895587/,Biography,Crime,Drama,Mark Ruffalo,Michael Keaton,Rachel McAdams,225,2,123,123141,129,20000000,98690254
10,Spectre,2015,6.8,60        ,373333,PG-13,https://imdb.com/title/tt2379713/,Action,Adventure,Thriller,Daniel Craig,Christoph Waltz,Léa Seydoux,0,1,7,734,148,245000000,880674609
11,Sicario,2015,7.6,82        ,355954,R,https://imdb.com/title/tt3397884/,Action,Crime,Drama,Emily Blunt,Josh Brolin,Benicio Del Toro,0,3,15,15151,121,30000000,84872444
12,Room,2015,8.1,86        ,351343,R,https://imdb.com/title/tt3170832/,Drama,Thriller,,Brie Larson,Jacob Tremblay,Sean Bridgers,169,1,104,104140,118,13000000,35401758
13,Furious 7,2015,7.1,67        ,351018,PG-13,https://imdb.com/title/tt2820852/,Action,Adventure,Thriller,Vin Diesel,Paul Walker,Dwayne Johnson,0,1,33,3334,137,190000000,1515047671
14,The Big Short,2015,7.8,81        ,343346,R,https://imdb.com/title/tt1596363/,Biography,Comedy,Drama,Christian Bale,Steve Carell,Ryan Gosling,0,1,37,3780,130,28000000,133440870
15,Mission: Impossible - Rogue Nation,2015,7.4,75        ,331415,PG-13,https://imdb.com/title/tt2381249/,Action,Adventure,Thriller,Tom Cruise,Rebecca Ferguson,Jeremy Renner,0,0,6,24,131,150000000,682714267
16,Fifty Shades of Grey,2015,4.1,46        ,291197,R,https://imdb.com/title/tt2322441/,Drama,Romance,Thriller,Dakota Johnson,Jamie Dornan,Jennifer Ehle,0,1,9,926,125,40000000,569651467
17,Bridge of Spies,2015,7.6,81        ,278204,PG-13,https://imdb.com/title/tt3682448/,Drama,History,Thriller,Tom Hanks,Mark Rylance,Alan Alda,0,1,30,30101,142,40000000,165478348
18,The Hunger Games: Mockingjay - Part 2,2015,6.5,65        ,273958,PG-13,https://imdb.com/title/tt1951266/,Action,Adventure,Sci-Fi,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,0,0,16,34,137,160000000,658344137
19,The Man from U.N.C.L.E.,2015,7.3,56        ,259167,PG-13,https://imdb.com/title/tt1638355/,Action,Adventure,Comedy,Henry Cavill,Armie Hammer,Alicia Vikander,0,0,7,5,116,75000000,107045109
20,Terminator Genisys,2015,6.4,38        ,252751,PG-13,https://imdb.com/title/tt1340138/,Action,Adventure,Sci-Fi,Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,0,0,0,9,126,155000000,440603537
21,Creed,2015,7.6,82        ,239799,PG-13,https://imdb.com/title/tt3076658/,Drama,Sport,,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,0,1,46,4662,133,35000000,173567581
22,Chappie,2015,6.8,41        ,224290,R,https://imdb.com/title/tt1823672/,Action,Crime,Drama,Sharlto Copley,Dev Patel,Hugh Jackman,0,0,0,3,120,49000000,102811889
23,Spy,2015,7.0,75        ,224279,R,https://imdb.com/title/tt3079380/,Action,Comedy,Crime,Melissa McCarthy,Rose Byrne,Jude Law,0,2,6,627,120,65000000,235666219
24,Maze Runner: The Scorch Trials,2015,6.3,43        ,214075,PG-13,https://imdb.com/title/tt4046784/,Action,Adventure,Sci-Fi,Dylan O'Brien,Kaya Scodelario,Thomas Brodie-Sangster,0,0,2,5,131,61000000,312296056
25,Southpaw,2015,7.4,57        ,211292,R,https://imdb.com/title/tt1798684/,Drama,Sport,,Jake Gyllenhaal,Rachel McAdams,Oona Laurence,0,0,0,11,124,30000000,91970827
26,Insurgent,2015,6.2,42        ,211141,PG-13,https://imdb.com/title/tt2908446/,Action,Adventure,Sci-Fi,Shailene Woodley,Ansel Elgort,Theo James,0,0,3,17,119,110000000,297002527
27,Focus,2015,6.6,56        ,209429,R,https://imdb.com/title/tt2381941/,Comedy,Crime,Drama,Will Smith,Margot Robbie,Rodrigo Santoro,0,0,0,3,105,50100000,158762963
28,The Intern,2015,7.1,51        ,209277,PG-13,https://imdb.com/title/tt2361509/,Comedy,Drama,,Robert De Niro,Anne Hathaway,Rene Russo,0,0,1,7,121,35000000,194564672
29,The Lobster,2015,7.2,82        ,206545,R,https://imdb.com/title/tt3464902/,Comedy,Drama,Romance,Colin Farrell,Rachel Weisz,Jessica Barden,0,1,33,3374,119,4000000,15456717
30,Minions,2015,6.4,56        ,206021,PG,https://imdb.com/title/tt2293640/,Animation,Adventure,Comedy,Sandra Bullock,Jon Hamm,Michael Keaton,0,1,4,425,91,74000000,1159398397
31,San Andreas,2015,6.0,43        ,205245,PG-13,https://imdb.com/title/tt2126355/,Action,Adventure,Drama,Dwayne Johnson,Carla Gugino,Alexandra Daddario,0,0,2,10,114,110000000,473990832
32,Everest,2015,7.1,64        ,191301,PG-13,https://imdb.com/title/tt2719848/,Action,Adventure,Biography,Jason Clarke,Ang Phula Sherpa,Thomas M. Wright,0,0,1,8,121,55000000,203427584
33,The Witch,2015,6.9,83        ,184838,R,https://imdb.com/title/tt4263482/,Drama,Horror,Mystery,Anya Taylor-Joy,Ralph Ineson,Kate Dickie,0,0,43,67,92,4000000,40423945
34,Ted 2,2015,6.3,48        ,178417,R,https://imdb.com/title/tt2637276/,Comedy,,,Mark Wahlberg,Seth MacFarlane,Amanda Seyfried,0,0,3,4,115,68000000,215863606
35,Straight Outta Compton,2015,7.9,72        ,174555,R,https://imdb.com/title/tt1398426/,Biography,Drama,History,O'Shea Jackson Jr.,Corey Hawkins,Jason Mitchell,0,1,28,2839,147,28000000,201634991
36,Jupiter Ascending,2015,5.3,40        ,174454,PG-13,https://imdb.com/title/tt1617661/,Action,Adventure,Sci-Fi,Channing Tatum,Mila Kunis,Eddie Redmayne,0,0,4,16,127,176000000,183887723
37,Tomorrowland,2015,6.4,60        ,168379,PG,https://imdb.com/title/tt1964418/,Action,Adventure,Family,George Clooney,Britt Robertson,Hugh Laurie,0,0,2,19,130,190000000,209035668
38,Black Mass,2015,6.9,68        ,163422,R,https://imdb.com/title/tt1355683/,Biography,Crime,Drama,Johnny Depp,Benedict Cumberbatch,Dakota Johnson,0,0,6,24,123,53000000,99775678
39,The Danish Girl,2015,7.1,66        ,157922,R,https://imdb.com/title/tt0810819/,Biography,Drama,Romance,Eddie Redmayne,Alicia Vikander,Amber Heard,0,1,31,3176,119,15000000,64191523
40,Cinderella,2015,6.9,67        ,153982,PG,https://imdb.com/title/tt1661199/,Drama,Family,Fantasy,Lily James,Cate Blanchett,Richard Madden,0,1,8,836,105,95000000,542351353
41,Legend,2015,6.9,55        ,151675,R,https://imdb.com/title/tt3569230/,Biography,Crime,Drama,Tom Hardy,Emily Browning,Taron Egerton,0,0,6,10,132,30000000,42972994
42,The Age of Adaline,2015,7.2,51        ,149015,PG-13,https://imdb.com/title/tt1655441/,Drama,Fantasy,Romance,Blake Lively,Michiel Huisman,Harrison Ford,0,0,1,10,112,25000000,65663276
43,Steve Jobs,2015,7.2,82        ,148659,R,https://imdb.com/title/tt2080374/,Biography,Drama,,Michael Fassbender,Kate Winslet,Seth Rogen,0,2,28,28110,122,30000000,34441873
44,Fantastic Four,2015,4.3,27        ,147174,PG-13,https://imdb.com/title/tt1502712/,Action,Adventure,Sci-Fi,Miles Teller,Kate Mara,Michael B. Jordan,0,0,8,4,100,120000000,167882881
45,Pitch Perfect 2,2015,6.4,63        ,138147,PG-13,https://imdb.com/title/tt2848292/,Comedy,Music,,Anna Kendrick,Rebel Wilson,Hailee Steinfeld,0,0,9,16,115,29000000,287144079
46,The Gift,2015,7.0,77        ,133366,R,https://imdb.com/title/tt4178092/,Drama,Mystery,Thriller,Jason Bateman,Rebecca Hall,Joel Edgerton,0,0,2,12,108,5000000,58980521
47,Pixels,2015,5.5,27        ,127630,PG-13,https://imdb.com/title/tt2120120/,Action,Comedy,Fantasy,Adam Sandler,Kevin James,Michelle Monaghan,0,0,4,9,105,88000000,244874809
48,Trainwreck,2015,6.2,75        ,126829,R,https://imdb.com/title/tt3152624/,Comedy,Drama,Romance,Amy Schumer,Bill Hader,Brie Larson,0,2,5,525,125,35000000,140795793
49,Brooklyn,2015,7.5,88        ,126362,PG-13,https://imdb.com/title/tt2381111/,Drama,Romance,,Saoirse Ronan,Emory Cohen,Domhnall Gleeson,0,3,39,39153,117,11000000,62076141
50,Crimson Peak,2015,6.5,66        ,125807,R,https://imdb.com/title/tt2554274/,Drama,Fantasy,Horror,Mia Wasikowska,Jessica Chastain,Tom Hiddleston,0,0,6,41,119,55000000,74679822
51,Joy,2015,6.6,56        ,124524,PG-13,https://imdb.com/title/tt2446980/,Biography,Drama,,Jennifer Lawrence,Robert De Niro,Bradley Cooper,0,1,8,822,124,60000000,101134059
52,Me and Earl and the Dying Girl,2015,7.7,74        ,119483,PG-13,https://imdb.com/title/tt2582496/,Comedy,Drama,,Thomas Mann,RJ Cyler,Olivia Cooke,0,0,17,29,105,8000000,9074749
53,Get Hard,2015,6.0,34        ,118675,R,https://imdb.com/title/tt2561572/,Comedy,Crime,,Will Ferrell,Kevin Hart,Alison Brie,0,0,0,2,100,40000000,111711453
54,In the Heart of the Sea,2015,6.9,47        ,116450,PG-13,https://imdb.com/title/tt1390411/,Action,Adventure,Biography,Chris Hemsworth,Cillian Murphy,Brendan Gleeson,0,0,1,5,122,100000000,93920758
55,The Walk,2015,7.3,70        ,116363,PG,https://imdb.com/title/tt3488710/,Adventure,Biography,Drama,Joseph Gordon-Levitt,Charlotte Le Bon,Guillaume Baillargeon,0,0,3,17,123,35000000,61181942
56,Carol,2015,7.2,94        ,110153,R,https://imdb.com/title/tt2402927/,Drama,Romance,,Cate Blanchett,Rooney Mara,Sarah Paulson,0,6,76,76240,118,11800000,40272135
57,The Visit,2015,6.2,55        ,109361,PG-13,https://imdb.com/title/tt3567288/,Horror,Mystery,Thriller,Olivia DeJonge,Ed Oxenbould,Deanna Dunagan,0,0,1,14,94,5000000,98450062
58,Daddy's Home,2015,6.2,42        ,104426,PG-13,https://imdb.com/title/tt1528854/,Comedy,Family,,Will Ferrell,Mark Wahlberg,Linda Cardellini,0,0,1,4,96,50000000,242786137
59,Burnt,2015,6.6,42        ,102628,R,https://imdb.com/title/tt2503944/,Comedy,Drama,,Bradley Cooper,Sienna Miller,Daniel Brühl,0,0,6,1,101,20000000,36606743
60,Hotel Transylvania 2,2015,6.7,44        ,102208,PG,https://imdb.com/title/tt2510894/,Animation,Comedy,Family,Adam Sandler,Andy Samberg,Selena Gomez,0,0,1,10,89,80000000,474800000
61,Green Room,2015,7.0,79        ,101870,R,https://imdb.com/title/tt4062536/,Horror,Music,Thriller,Anton Yelchin,Imogen Poots,Alia Shawkat,0,0,9,24,95,5000000,3769214
62,Run All Night,2015,6.6,59        ,99153,R,https://imdb.com/title/tt2199571/,Action,Crime,Drama,Liam Neeson,Ed Harris,Joel Kinnaman,0,0,0,0,114,50000000,71561644
63,The Good Dinosaur,2015,6.7,66        ,98230,PG,https://imdb.com/title/tt1979388/,Animation,Adventure,Comedy,Jeffrey Wright,Frances McDormand,Maleah Nipay-Padilla,0,1,9,940,93,200000000,332207671
64,Vacation,2015,6.1,34        ,94790,R,https://imdb.com/title/tt1524930/,Adventure,Comedy,,Ed Helms,Christina Applegate,Skyler Gisondo,0,0,1,3,99,31000000,107228221
65,Paper Towns,2015,6.3,56        ,92682,PG-13,https://imdb.com/title/tt3622592/,Comedy,Drama,Mystery,Nat Wolff,Cara Delevingne,Austin Abrams,0,0,4,3,109,12000000,85512300
66,The Last Witch Hunter,2015,6.0,34        ,92070,PG-13,https://imdb.com/title/tt1618442/,Action,Adventure,Fantasy,Vin Diesel,Rose Leslie,Elijah Wood,0,0,0,1,106,90000000,146936910
67,Insidious: Chapter 3,2015,6.1,52        ,89709,PG-13,https://imdb.com/title/tt3195644/,Horror,Mystery,Thriller,Dermot Mulroney,Stefanie Scott,Angus Sampson,0,0,3,10,97,10000000,112983889
68,Home,2015,6.6,55        ,89596,PG,https://imdb.com/title/tt2224026/,Animation,Adventure,Comedy,Jim Parsons,Rihanna,Steve Martin,0,0,3,9,94,135000000,386041607
69,Self/less,2015,6.5,34        ,86805,PG-13,https://imdb.com/title/tt2140379/,Action,Mystery,Sci-Fi,Ryan Reynolds,Natalie Martinez,Matthew Goode,0,0,0,0,117,26000000,31807156
70,Demolition,2015,7.0,49        ,85321,R,https://imdb.com/title/tt1172049/,Comedy,Drama,,Jake Gyllenhaal,Naomi Watts,Chris Cooper,0,0,1,2,101,10000000,4366460
71,Hitman: Agent 47,2015,5.7,28        ,83749,R,https://imdb.com/title/tt2679042/,Action,Crime,Thriller,Rupert Friend,Hannah Ware,Zachary Quinto,0,0,0,2,96,35000000,82347656
72,Hardcore Henry,2015,6.7,51        ,83626,R,https://imdb.com/title/tt3072482/,Action,Adventure,Sci-Fi,Sharlto Copley,Tim Roth,Haley Bennett,0,0,1,1,96,2000000,16810562
73,Concussion,2015,7.1,55        ,83266,PG-13,https://imdb.com/title/tt3322364/,Biography,Drama,Sport,Will Smith,Alec Baldwin,Albert Brooks,0,1,4,415,123,35000000,48623572
74,American Ultra,2015,6.1,50        ,81953,R,https://imdb.com/title/tt3316948/,Action,Comedy,,Jesse Eisenberg,Kristen Stewart,Connie Britton,0,0,0,0,96,28000000,27262374
75,Eddie the Eagle,2015,7.4,54        ,81903,PG-13,https://imdb.com/title/tt1083452/,Biography,Comedy,Drama,Taron Egerton,Hugh Jackman,Tom Costello,0,0,2,8,106,23000000,46152800
76,The Duff,2015,6.5,56        ,80203,PG-13,https://imdb.com/title/tt1666801/,Comedy,Romance,,Mae Whitman,Bella Thorne,Robbie Amell,0,0,1,8,101,8500000,43709744
77,Dope,2015,7.2,72        ,79329,R,https://imdb.com/title/tt3850214/,Comedy,Crime,Drama,Shameik Moore,Tony Revolori,Kiersey Clemons,0,0,6,23,103,7000000,17986781
78,Goosebumps,2015,6.3,60        ,77823,PG,https://imdb.com/title/tt1051904/,Adventure,Comedy,Family,Jack Black,Dylan Minnette,Odeya Rush,0,0,0,4,103,58000000,158260952
79,Eye in the Sky,2015,7.3,73        ,76599,R,https://imdb.com/title/tt2057392/,Action,Drama,Thriller,Helen Mirren,Aaron Paul,Alan Rickman,0,0,3,10,102,13000000,35259653
80,Knock Knock,2015,4.9,53        ,75502,R,https://imdb.com/title/tt3605418/,Drama,Thriller,,Keanu Reeves,Lorenza Izzo,Ana de Armas,0,0,0,0,99,2500000,5567103
81,No Escape,2015,6.8,38        ,75480,R,https://imdb.com/title/tt1781922/,Action,Thriller,,Lake Bell,Pierce Brosnan,Owen Wilson,0,0,2,1,103,16200000,54418872
82,Entourage,2015,6.6,38        ,74513,R,https://imdb.com/title/tt1674771/,Comedy,,,Adrian Grenier,Kevin Connolly,Jerry Ferrara,0,0,0,0,104,30000000,49263404
83,Project Almanac,2015,6.4,47        ,74409,PG-13,https://imdb.com/title/tt2436386/,Drama,Mystery,Sci-Fi,Amy Landecker,Sofia Black-D'Elia,Virginia Gardner,0,0,0,0,106,12000000,33213241
84,The Longest Ride,2015,7.1,33        ,74365,PG-13,https://imdb.com/title/tt2726560/,Drama,Romance,,Scott Eastwood,Britt Robertson,Alan Alda,0,0,1,5,123,34000000,62944815
85,Trumbo,2015,7.5,60        ,73618,R,https://imdb.com/title/tt3203606/,Biography,Drama,,Bryan Cranston,Diane Lane,Helen Mirren,0,1,8,843,124,15000000,11430025
86,The Wedding Ringer,2015,6.6,35        ,69466,R,https://imdb.com/title/tt0884732/,Comedy,,,Kevin Hart,Josh Gad,Kaley Cuoco,0,0,2,4,101,23000000,79799880
87,Youth,2015,7.3,64        ,69066,R,https://imdb.com/title/tt3312830/,Comedy,Drama,Music,Michael Caine,Harvey Keitel,Rachel Weisz,0,1,20,2055,124,12300000,23459358
88,Mortdecai,2015,5.5,27        ,64978,R,https://imdb.com/title/tt3045616/,Action,Adventure,Comedy,Johnny Depp,Gwyneth Paltrow,Ewan McGregor,0,0,1,8,107,60000000,47275695
89,Child 44,2015,6.5,41        ,63594,R,https://imdb.com/title/tt1014763/,Crime,Drama,History,Tom Hardy,Gary Oldman,Noomi Rapace,0,0,0,2,137,50000000,12951093
90,The Night Before,2015,6.4,58        ,62874,R,https://imdb.com/title/tt3530002/,Comedy,Fantasy,,Joseph Gordon-Levitt,Seth Rogen,Jillian Bell,0,0,0,2,101,25000000,52395996
91,Anomalisa,2015,7.3,88        ,62767,R,https://imdb.com/title/tt2401878/,Animation,Comedy,Drama,David Thewlis,Jennifer Jason Leigh,Tom Noonan,0,1,25,2576,90,8000000,5659286
92,Sisters,2015,6.0,58        ,61463,R,https://imdb.com/title/tt1850457/,Comedy,,,Amy Poehler,Tina Fey,Maya Rudolph,0,0,0,4,118,30000000,105011053
93,True Story,2015,6.3,50        ,60563,R,https://imdb.com/title/tt2273657/,Crime,Drama,Mystery,James Franco,Jonah Hill,Felicity Jones,0,0,0,4,99,,5261595
94,Mr. Holmes,2015,6.9,67        ,60205,PG,https://imdb.com/title/tt3168230/,Drama,Mystery,,Ian McKellen,Laura Linney,Hiroyuki Sanada,0,0,0,17,104,11000000,29355203
95,Aloha,2015,5.4,40        ,59960,PG-13,https://imdb.com/title/tt1243974/,Comedy,Drama,Romance,Bradley Cooper,Rachel McAdams,Emma Stone,0,0,2,7,105,37000000,26250020
96,Krampus,2015,6.1,49        ,59742,PG-13,https://imdb.com/title/tt3850590/,Comedy,Drama,Fantasy,Adam Scott,Toni Collette,David Koechner,0,0,4,14,98,15000000,61548707
97,Pan,2015,5.7,36        ,58593,PG,https://imdb.com/title/tt3332064/,Adventure,Comedy,Family,Levi Miller,Hugh Jackman,Garrett Hedlund,0,0,0,8,111,150000000,128388320
98,Point Break,2015,5.3,34        ,56773,PG-13,https://imdb.com/title/tt2058673/,Action,Crime,Sport,Edgar Ramírez,Luke Bracey,Ray Winstone,0,0,2,3,114,105000000,133718711
99,Irrational Man,2015,6.6,53        ,56304,R,https://imdb.com/title/tt3715320/,Comedy,Drama,Romance,Joaquin Phoenix,Emma Stone,Parker Posey,0,0,0,2,95,11000000,27391084
100,The Little Prince,2015,7.7,70        ,54329,PG,https://imdb.com/title/tt1754656/,Animation,Adventure,Drama,Jeff Bridges,Mackenzie Foy,Rachel McAdams,0,0,6,14,108,81200000,97571250
101,Poltergeist,2015,4.9,47        ,53865,PG-13,https://imdb.com/title/tt1029360/,Horror,Thriller,,Sam Rockwell,Rosemarie DeWitt,Kennedi Clements,0,0,1,6,93,35000000,95437994
102,Solace,2015,6.4,36        ,53644,R,https://imdb.com/title/tt1291570/,Crime,Drama,Mystery,Anthony Hopkins,Jeffrey Dean Morgan,Abbie Cornish,0,0,0,1,101,,22354572
103,Woman in Gold,2015,7.3,51        ,52009,PG-13,https://imdb.com/title/tt2404425/,Biography,Drama,History,Helen Mirren,Ryan Reynolds,Daniel Brühl,0,0,0,6,109,11000000,61619773
104,Macbeth,2015,6.6,71        ,51572,R,https://imdb.com/title/tt2884018/,Drama,History,War,Michael Fassbender,Marion Cotillard,Jack Madigan,0,0,3,23,113,15000000,16322067
105,The Dressmaker,2015,7.1,47        ,50872,R,https://imdb.com/title/tt2910904/,Comedy,Drama,,Kate Winslet,Judy Davis,Liam Hemsworth,0,0,15,38,119,17000000,23762417
106,Blackhat,2015,5.4,51        ,50835,R,https://imdb.com/title/tt2717822/,Action,Crime,Thriller,Chris Hemsworth,Viola Davis,Wei Tang,0,0,1,5,133,70000000,19652057
107,Magic Mike XXL,2015,5.6,60        ,50800,R,https://imdb.com/title/tt2268016/,Comedy,Drama,Music,Channing Tatum,Joe Manganiello,Matt Bomer,0,0,2,5,115,14800000,117813057
108,Victor Frankenstein,2015,6.0,36        ,50657,PG-13,https://imdb.com/title/tt1976009/,Drama,Horror,Sci-Fi,Daniel Radcliffe,James McAvoy,Jessica Brown Findlay,0,0,4,1,110,65000000,34227298
109,Wild Card,2015,5.6,40        ,49619,R,https://imdb.com/title/tt2231253/,Action,Crime,Drama,Jason Statham,Michael Angarano,Dominik Garcia,0,0,0,0,92,30000000,6738764
110,The Man Who Knew Infinity,2015,7.2,56        ,48690,PG-13,https://imdb.com/title/tt0787524/,Biography,Drama,,Dev Patel,Jeremy Irons,Malcolm Sinclair,0,0,1,1,108,10000000,12252684
111,Mr. Right,2015,6.3,52        ,48240,R,https://imdb.com/title/tt2091935/,Action,Comedy,Romance,Anna Kendrick,Sam Rockwell,Tim Roth,0,0,0,2,95,8000000,607595
112,Man Up,2015,6.8,69        ,47363,R,https://imdb.com/title/tt3064298/,Comedy,Drama,Romance,Lake Bell,Rory Kinnear,Ken Stott,0,0,0,0,88,,6135977
113,Hot Pursuit,2015,5.1,31        ,47121,PG-13,https://imdb.com/title/tt2967224/,Action,Comedy,Crime,Reese Witherspoon,Sofía Vergara,Matthew Del Negro,0,0,0,4,87,35000000,51380201
114,Amy,2015,7.8,85        ,47012,R,https://imdb.com/title/tt2870648/,Documentary,Biography,Music,Amy Winehouse,Mitch Winehouse,Mark Ronson,0,1,50,5046,128,,23706049
115,The SpongeBob Movie: Sponge Out of Water,2015,6.0,62        ,46901,PG,https://imdb.com/title/tt2279373/,Animation,Adventure,Comedy,Tom Kenny,Antonio Banderas,Bill Fagerbakke,0,0,1,9,92,74000000,325186032
116,Sinister 2,2015,5.3,32        ,46230,R,https://imdb.com/title/tt2752772/,Horror,Mystery,Thriller,James Ransone,Shannyn Sossamon,Robert Daniel Sloan,0,0,1,3,97,10000000,53329150
117,Ip Man 3,2015,7.1,57        ,45842,PG-13,https://imdb.com/title/tt2888046/,Action,Biography,Drama,Donnie Yen,Lynn Xiong,Jin Zhang,0,0,5,21,105,36000000,157029618
118,Colonia,2015,7.1,33        ,45682,R,https://imdb.com/title/tt4005402/,Biography,Drama,History,Emma Watson,Daniel Brühl,Michael Nyqvist,0,0,1,9,110,14000000,3621046
119,A Man Called Ove,2015,7.7,70        ,44144,PG-13,https://imdb.com/title/tt4080728/,Comedy,Drama,Romance,Rolf Lassgård,Bahar Pars,Filip Berg,0,2,14,1424,116,,30691696
120,Far from the Madding Crowd,2015,7.1,71        ,43410,PG-13,https://imdb.com/title/tt2935476/,Drama,Romance,,Carey Mulligan,Matthias Schoenaerts,Michael Sheen,0,0,2,11,119,12000000,30229977
121,Scouts Guide to the Zombie Apocalypse,2015,6.3,32        ,43387,R,https://imdb.com/title/tt1727776/,Action,Comedy,Horror,Tye Sheridan,Logan Miller,Joey Morgan,0,0,0,5,93,15000000,16137046
122,Son of Saul,2015,7.5,91        ,43268,R,https://imdb.com/title/tt3808342/,Drama,War,,Géza Röhrig,Levente Molnár,Urs Rechn,0,1,62,6259,107,1500000,6659121
123,Secret in Their Eyes,2015,6.3,45        ,41289,PG-13,https://imdb.com/title/tt1741273/,Crime,Drama,Mystery,Chiwetel Ejiofor,Nicole Kidman,Julia Roberts,0,0,2,3,111,19500000,34854990
124,Slow West,2015,6.9,72        ,41187,R,https://imdb.com/title/tt3205376/,Action,Adventure,Drama,Kodi Smit-McPhee,Caren Pistorius,Aorere Paki,0,0,7,18,84,2000000,1295574
125,Maggie,2015,5.6,52        ,40996,PG-13,https://imdb.com/title/tt1881002/,Drama,Horror,,Arnold Schwarzenegger,Abigail Breslin,Joely Richardson,0,0,1,4,95,,1663165
126,Dark Places,2015,6.2,39        ,40625,R,https://imdb.com/title/tt2402101/,Action,Drama,Mystery,Charlize Theron,Nicholas Hoult,Christina Hendricks,0,0,0,0,113,20000000,5090852
127,The Lazarus Effect,2015,5.2,31        ,39982,PG-13,https://imdb.com/title/tt2918436/,Horror,Mystery,Sci-Fi,Olivia Wilde,Mark Duplass,Evan Peters,0,0,0,2,83,3300000,38356892
128,Sleeping with Other People,2015,6.5,64        ,39048,R,https://imdb.com/title/tt3165612/,Comedy,Drama,Romance,Jason Sudeikis,Alison Brie,Jordan Carlos,0,0,0,2,101,,3224947
129,Last Knights,2015,6.2,27        ,38220,R,https://imdb.com/title/tt2493486/,Action,Drama,History,Clive Owen,Morgan Freeman,Aksel Hennie,0,0,0,0,115,40000000,1797955
130,Absolutely Anything,2015,6.0,31        ,38141,R,https://imdb.com/title/tt1727770/,Comedy,Sci-Fi,,Simon Pegg,Kate Beckinsale,Sanjeev Bhaskar,0,0,0,0,85,,6303792
131,The Transporter Refuelled,2015,5.2,32        ,38084,PG-13,https://imdb.com/title/tt2938956/,Action,Adventure,Thriller,Ed Skrein,Loan Chabanol,Ray Stevenson,0,0,0,0,96,25000000,72629670
132,The Gunman,2015,5.8,39        ,37952,R,https://imdb.com/title/tt2515034/,Action,Crime,Drama,Sean Penn,Idris Elba,Jasmine Trinca,0,0,0,1,115,40000000,24177137
133,The Boy Next Door,2015,4.7,30        ,36987,R,https://imdb.com/title/tt3181822/,Horror,Thriller,,Jennifer Lopez,Ryan Guzman,Kristin Chenoweth,0,0,1,6,91,4000000,52425855
134,Suffragette,2015,6.9,66        ,36821,PG-13,https://imdb.com/title/tt3077214/,Drama,History,,Carey Mulligan,Anne-Marie Duff,Helena Bonham Carter,0,0,17,15,106,14000000,31972096
135,High-Rise,2015,5.6,65        ,36491,R,https://imdb.com/title/tt0462335/,Drama,Sci-Fi,,Tom Hiddleston,Jeremy Irons,Sienna Miller,0,0,4,13,119,,4289074
136,Hot Tub Time Machine 2,2015,5.1,29        ,36056,R,https://imdb.com/title/tt2637294/,Comedy,Mystery,Sci-Fi,Rob Corddry,Craig Robinson,Clark Duke,0,0,0,2,93,14000000,13081651
137,Regression,2015,5.7,32        ,35918,R,https://imdb.com/title/tt3319920/,Crime,Drama,Mystery,Ethan Hawke,David Thewlis,Emma Watson,0,0,1,2,106,,17671101
